"experiment_id","occurrence_id","plot_number","design_id","block_type","block_name","block_value","block_level_number","entry_id","design_x","design_y"
10272007209,1116081,101,1,"Replication_Block","Replication",1,1,12,1,1
10272007209,1116081,102,1,"Replication_Block","Replication",1,1,4,1,2
10272007209,1116081,103,1,"Replication_Block","Replication",1,1,3,1,3
10272007209,1116081,104,1,"Replication_Block","Replication",1,1,8,1,4
10272007209,1116081,105,1,"Replication_Block","Replication",1,1,9,2,4
10272007209,1116081,106,1,"Replication_Block","Replication",1,1,1,2,3
10272007209,1116081,107,1,"Replication_Block","Replication",1,1,6,2,2
10272007209,1116081,108,1,"Replication_Block","Replication",1,1,5,2,1
10272007209,1116081,109,1,"Replication_Block","Replication",1,1,2,3,1
10272007209,1116081,110,1,"Replication_Block","Replication",1,1,7,3,2
10272007209,1116081,111,1,"Replication_Block","Replication",1,1,11,3,3
10272007209,1116081,112,1,"Replication_Block","Replication",1,1,10,3,4
10272007209,1116081,201,2,"Replication_Block","Replication",2,1,6,1,5
10272007209,1116081,202,2,"Replication_Block","Replication",2,1,11,1,6
10272007209,1116081,203,2,"Replication_Block","Replication",2,1,4,1,7
10272007209,1116081,204,2,"Replication_Block","Replication",2,1,9,1,8
10272007209,1116081,205,2,"Replication_Block","Replication",2,1,7,2,8
10272007209,1116081,206,2,"Replication_Block","Replication",2,1,10,2,7
10272007209,1116081,207,2,"Replication_Block","Replication",2,1,5,2,6
10272007209,1116081,208,2,"Replication_Block","Replication",2,1,3,2,5
10272007209,1116081,209,2,"Replication_Block","Replication",2,1,2,3,5
10272007209,1116081,210,2,"Replication_Block","Replication",2,1,8,3,6
10272007209,1116081,211,2,"Replication_Block","Replication",2,1,1,3,7
10272007209,1116081,212,2,"Replication_Block","Replication",2,1,12,3,8
10272007209,1222142,101,1,"Replication_Block","Replication",1,1,5,1,1
10272007209,1222142,102,1,"Replication_Block","Replication",1,1,4,1,2
10272007209,1222142,103,1,"Replication_Block","Replication",1,1,7,1,3
10272007209,1222142,104,1,"Replication_Block","Replication",1,1,10,1,4
10272007209,1222142,105,1,"Replication_Block","Replication",1,1,6,2,4
10272007209,1222142,106,1,"Replication_Block","Replication",1,1,9,2,3
10272007209,1222142,107,1,"Replication_Block","Replication",1,1,3,2,2
10272007209,1222142,108,1,"Replication_Block","Replication",1,1,12,2,1
10272007209,1222142,109,1,"Replication_Block","Replication",1,1,2,3,1
10272007209,1222142,110,1,"Replication_Block","Replication",1,1,1,3,2
10272007209,1222142,111,1,"Replication_Block","Replication",1,1,11,3,3
10272007209,1222142,112,1,"Replication_Block","Replication",1,1,8,3,4
10272007209,1222142,201,2,"Replication_Block","Replication",2,1,3,1,5
10272007209,1222142,202,2,"Replication_Block","Replication",2,1,11,1,6
10272007209,1222142,203,2,"Replication_Block","Replication",2,1,12,1,7
10272007209,1222142,204,2,"Replication_Block","Replication",2,1,10,1,8
10272007209,1222142,205,2,"Replication_Block","Replication",2,1,9,2,8
10272007209,1222142,206,2,"Replication_Block","Replication",2,1,8,2,7
10272007209,1222142,207,2,"Replication_Block","Replication",2,1,4,2,6
10272007209,1222142,208,2,"Replication_Block","Replication",2,1,2,2,5
10272007209,1222142,209,2,"Replication_Block","Replication",2,1,7,3,5
10272007209,1222142,210,2,"Replication_Block","Replication",2,1,6,3,6
10272007209,1222142,211,2,"Replication_Block","Replication",2,1,1,3,7
10272007209,1222142,212,2,"Replication_Block","Replication",2,1,5,3,8
10272007209,10272007,101,1,"Replication_Block","Replication",1,1,6,1,1
10272007209,10272007,102,1,"Replication_Block","Replication",1,1,4,1,2
10272007209,10272007,103,1,"Replication_Block","Replication",1,1,9,1,3
10272007209,10272007,104,1,"Replication_Block","Replication",1,1,7,1,4
10272007209,10272007,105,1,"Replication_Block","Replication",1,1,5,2,4
10272007209,10272007,106,1,"Replication_Block","Replication",1,1,2,2,3
10272007209,10272007,107,1,"Replication_Block","Replication",1,1,8,2,2
10272007209,10272007,108,1,"Replication_Block","Replication",1,1,1,2,1
10272007209,10272007,109,1,"Replication_Block","Replication",1,1,10,3,1
10272007209,10272007,110,1,"Replication_Block","Replication",1,1,3,3,2
10272007209,10272007,111,1,"Replication_Block","Replication",1,1,12,3,3
10272007209,10272007,112,1,"Replication_Block","Replication",1,1,11,3,4
10272007209,10272007,201,2,"Replication_Block","Replication",2,1,11,1,5
10272007209,10272007,202,2,"Replication_Block","Replication",2,1,2,1,6
10272007209,10272007,203,2,"Replication_Block","Replication",2,1,10,1,7
10272007209,10272007,204,2,"Replication_Block","Replication",2,1,8,1,8
10272007209,10272007,205,2,"Replication_Block","Replication",2,1,12,2,8
10272007209,10272007,206,2,"Replication_Block","Replication",2,1,4,2,7
10272007209,10272007,207,2,"Replication_Block","Replication",2,1,7,2,6
10272007209,10272007,208,2,"Replication_Block","Replication",2,1,1,2,5
10272007209,10272007,209,2,"Replication_Block","Replication",2,1,9,3,5
10272007209,10272007,210,2,"Replication_Block","Replication",2,1,3,3,6
10272007209,10272007,211,2,"Replication_Block","Replication",2,1,5,3,7
10272007209,10272007,212,2,"Replication_Block","Replication",2,1,6,3,8
10272007209,1116081,101,3,"Replication_Block","RowBlock",1,2,12,1,1
10272007209,1116081,102,4,"Replication_Block","RowBlock",2,2,4,1,2
10272007209,1116081,103,5,"Replication_Block","RowBlock",3,2,3,1,3
10272007209,1116081,104,6,"Replication_Block","RowBlock",4,2,8,1,4
10272007209,1116081,105,6,"Replication_Block","RowBlock",4,2,9,2,4
10272007209,1116081,106,5,"Replication_Block","RowBlock",3,2,1,2,3
10272007209,1116081,107,4,"Replication_Block","RowBlock",2,2,6,2,2
10272007209,1116081,108,3,"Replication_Block","RowBlock",1,2,5,2,1
10272007209,1116081,109,3,"Replication_Block","RowBlock",1,2,2,3,1
10272007209,1116081,110,4,"Replication_Block","RowBlock",2,2,7,3,2
10272007209,1116081,111,5,"Replication_Block","RowBlock",3,2,11,3,3
10272007209,1116081,112,6,"Replication_Block","RowBlock",4,2,10,3,4
10272007209,1116081,201,3,"Replication_Block","RowBlock",1,2,6,1,5
10272007209,1116081,202,4,"Replication_Block","RowBlock",2,2,11,1,6
10272007209,1116081,203,5,"Replication_Block","RowBlock",3,2,4,1,7
10272007209,1116081,204,6,"Replication_Block","RowBlock",4,2,9,1,8
10272007209,1116081,205,6,"Replication_Block","RowBlock",4,2,7,2,8
10272007209,1116081,206,5,"Replication_Block","RowBlock",3,2,10,2,7
10272007209,1116081,207,4,"Replication_Block","RowBlock",2,2,5,2,6
